Publication Title,Author,Publication Year,Venue,bib
How visual working memory handles distraction: cognitive mechanisms and electrophysiological correlates,Simon N Jacob,2020,"Visual Cognition 28 (5-8), 372-387, 2020"
Ethograms indicate stable well-being during prolonged training phases in rhesus monkeys used in neurophysiological research,Simon N Jacob,2014,"Laboratory animals 48 (1), 82-87, 2014"
Reengineering neurotechnology: placing patients first,Simon N Jacob,2023,"Nature Mental Health 1 (1), 5-7, 2023"
Resolving the prefrontal mechanisms of adaptive cognitive behaviors: A cross-species perspective,Simon N Jacob,2023,"Neuron 111 (7), 1020-1036, 2023"
"Human acute microelectrode array recordings with broad cortical access, single-unit resolution, and parallel behavioral monitoring",Simon N Jacob,2023,"Cell Reports 42 (5), 2023"
Congestive radiculopathy,Simon N Jacob,2008,"Neurology 70 (9), 734-734, 2008"
Signaling microdomains determine initiation sites for calcium transients,Simon N Jacob,2004,"BIOPHYSICAL JOURNAL 86 (1), 576A-576A, 2004"
The neuronal implementation of representational geometry in primate prefrontal cortex,Simon N Jacob,2023,"Science Advances 9 (50), eadh8685, 2023"
The neurocellular implementation of representational geometry in primate prefrontal cortex,Simon N Jacob,2023,"bioRxiv, 2023.03. 06.531377, 2023"
Micropored electrodes for improved biocompatibility and neuronal attachment in implantable brain electrode arrays,Simon N Jacob,2022,"FENS Forum 2022, Paris, France, 2022"
Stimulation-based language mapping in patients with severe expressive aphasia and healthy controls: piloting a new comprehension-related task,Simon N Jacob,2022,"Brain and Spine 2, 101253, 2022"
"Neurobiological Foundations of the Processing of Figures and Proportions in Primate Brains (vol 2, p 196, 2012)",Simon N Jacob,2012,"NEUROFORUM 18 (3), 265-265, 2012"
Neurobiologische Grundlagen der Verarbeitung von Anzahlen und Proportionen im Primatengehirn,Simon N Jacob,2012,"e-Neuroforum 18 (2), 196-203, 2012"
The regulation of intracellular Ca2+ signals in neuronal cells,Simon N Jacob,2006,"Freiburg (Breisgau), Univ., Diss., 2006, 2006"
The Regulation of Intracellular Ca2+ Signals in Neuronal Cells: Die Regulation Intrazellulärer Ca2+-Signale in Neuronalen Zellen,Simon N Jacob,2006,
137 Cognitive and non-cognitive conceptions of consciousness 138 A true science of consciousness explains phenomenology: comment on Cohen and Dennett,Simon N Jacob,N/A,
International technology diffusion,"Kellerer, Wolfgang",2004,"Journal of Economic Literature 42 (3), 752-782, 2004"
Geographic localization of international technology diffusion,"Kellerer, Wolfgang",2002,"American Economic Review 92 (1), 120-142, 2002"
"Multinational enterprises, international trade, and productivity growth: firm-level evidence from the United States","Kellerer, Wolfgang",2009,"The review of economics and statistics 91 (4), 821-831, 2009"
On theories explaining the success of the gravity equation,"Kellerer, Wolfgang",2002,"Journal of Political Economy 110 (2), 281-316, 2002"
Are international R&D spillovers trade-related?: Analyzing spillovers among randomly matched trade partners,"Kellerer, Wolfgang",1998,"European Economic Review 42 (8), 1469-1481, 1998"
Trade and transmission of technology,"Kellerer, Wolfgang",2002,"Journal of Economic Growth 7 (1), 5-24, 2002"
Absorptive capacity: On the creation and acquisition of technology in development,"Kellerer, Wolfgang",1996,"Journal of development economics 49 (1), 199-227, 1996"
"International trade, foreign direct investment, and technology spillovers","Kellerer, Wolfgang",2010,"Handbook of the Economics of Innovation 2, 793-829, 2010"
Do trade patterns and technology flows affect productivity growth?,"Kellerer, Wolfgang",2000,"The World Bank Economic Review 14 (1), 17-47, 2000"
Pollution abatement costs and foreign direct investment inflows to US states,"Kellerer, Wolfgang",2002,"Review of economics and Statistics 84 (4), 691-703, 2002"
Technology transfer through imports,"Kellerer, Wolfgang",2009,"Canadian Journal of Economics/Revue canadienne d'économique 42 (4), 1411-1448, 2009"
Markets in China and Europe on the Eve of the Industrial Revolution,"Kellerer, Wolfgang",2007,"American Economic Review 97 (4), 1189-1216, 2007"
The gravity of knowledge,"Kellerer, Wolfgang",2013,"American Economic Review 103 (4), 1414-1444, 2013"
The geography and channels of diffusion at the world's technology frontier,"Kellerer, Wolfgang",2001,"National bureau of economic research, 2001"
International business travel: an engine of innovation?,"Kellerer, Wolfgang",2015,"Journal of Economic Growth 20, 75-104, 2015"
"Openness and industrial response in a Wal‐Mart world: A case study of Mexican soaps, detergents and surfactant producers","Kellerer, Wolfgang",2008,"World Economy 31 (12), 1558-1580, 2008"
Convergence and polarization in global income levels: a review of recent results on the role of international technology diffusion,"Kellerer, Wolfgang",2003,"Research Policy 32 (6), 1055-1079, 2003"
Knowledge spillovers at the world's technology frontier,"Kellerer, Wolfgang",2001,"Available at SSRN 271703, 2001"
International trade and job polarization: Evidence at the worker level,"Kellerer, Wolfgang",2023,"Journal of International Economics 145, 103810, 2023"
China’s foreign trade: Perspectives from the past 150 years,"Kellerer, Wolfgang",2011,"The World Economy 34 (6), 853-892, 2011"
The origin of spatial interaction,"Kellerer, Wolfgang",2007,"Journal of Econometrics 140 (1), 304-332, 2007"
Supplier responses to Walmart's invasion in Mexico,"Kellerer, Wolfgang",2015,"Journal of International Economics 95 (1), 1-15, 2015"
Global production and trade in the knowledge economy,"Kellerer, Wolfgang",2008,"National Bureau of Economic Research, 2008"
International joint ventures and internal vs. external technology transfer: Evidence from China,"Kellerer, Wolfgang",2018,"National Bureau of Economic Research, 2018"
Endogenous formation of free trade agreements: evidence from the Zollverein's impact on market integration,"Kellerer, Wolfgang",2014,"The Journal of Economic History 74 (4), 1168-1204, 2014"
Estimating the productivity selection and technology spillover effects of imports,"Kellerer, Wolfgang",2008,"National Bureau of Economic Research, 2008"
"Globalization, gender, and the family","Kellerer, Wolfgang",2022,"The Review of Economic Studies 89 (6), 3381-3409, 2022"
Globalization and executive compensation,"Kellerer, Wolfgang",2021,"Journal of International Economics 129, 103408, 2021"
Environmental regulations and FDI inflows to US states,"Kellerer, Wolfgang",2000,"Georgetown University, Department of Economics Working Papers, 2000"
"Shanghai's trade, China's growth: continuity, recovery, and change since the Opium Wars","Kellerer, Wolfgang",2013,"IMF Economic Review 61 (2), 336-378, 2013"
Gravity in the weightless economy,"Kellerer, Wolfgang",2009,"CEPR discussion paper no. DP7553, 2009"
Market integration and economic development: A long‐run comparison,"Kellerer, Wolfgang",2007,"Review of Development Economics 11 (1), 107-123, 2007"
"Institutions, technology, and trade","Kellerer, Wolfgang",2008,"National Bureau of Economic Research, 2008"
"Knowledge spillovers, trade, and FDI","Kellerer, Wolfgang",2021,"National Bureau of Economic Research, 2021"
From socialist showcase to Mezzogiorno? Lessons on the role of technical change from East Germany's post-World War II growth performance,"Kellerer, Wolfgang",2000,"Journal of Development Economics 63 (2), 485-514, 2000"
Innovation responses to import competition,"Kellerer, Wolfgang",2011,"Banco Mundial, Washington, DC, 2011"
"Tariffs, trains, and trade: The role of institutions versus technology in the expansion of markets","Kellerer, Wolfgang",2008,"CEPR Discussion Paper No. DP6759, 2008"
Technology flows between industries: Identification and Productivity Effects,"Kellerer, Wolfgang",1997,"Economic Systems Research 9 (2), 213-219, 1997"
Walmart in Mexico: The impact of FDI on innovation and industry productivity,"Kellerer, Wolfgang",2009,"University of Colorado, 2009"
The evolution of domestic trade flows when foreign trade is liberalized: Evidence from the Chinese Maritime Customs Service,"Kellerer, Wolfgang",2012,"Institutions and Comparative Economic Development, 152-172, 2012"
"Trade patterns, technology flows, and productivity growth","Kellerer, Wolfgang",1997,"Social Systems Research Institute, University of Wisconsin, 1997"
Market integration as a mechanism of growth,"Kellerer, Wolfgang",2016,"CEPR Discussion Paper No. DP11627, 2016"
China's domestic trade during the Treaty-Port Era,"Kellerer, Wolfgang",2017,"Explorations in Economic History 63, 26-43, 2017"
The gender gap among top business executives,"Kellerer, Wolfgang",2023,"Journal of Economic Behavior & Organization 211, 270-286, 2023"
Technology transfers through imports,"Kellerer, Wolfgang",2007,"Centre for Economic Policy Research, 2007"
"China’s foreign trade and investment, 1800-1950","Kellerer, Wolfgang",2020,"National Bureau of Economic Research, 2020"
"Multinationals, Markets, and Markups","Kellerer, Wolfgang",2020,"Working Paper, 2020"
"Capital Markets in China and Britain, 1770–1860: Evidence from Grain Prices","Kellerer, Wolfgang",2021,"American Economic Journal: Applied Economics 13 (3), 31-64, 2021"
Colocation of Production and Innovation: Evidence from the United States,"Kellerer, Wolfgang",2020,"Working paper, Dartmouth College, 2020"
Market integration and institutional change,"Kellerer, Wolfgang",2020,"Review of World Economics 156, 251-285, 2020"
International business travel and technology sourcing,"Kellerer, Wolfgang",2019,"National Bureau of Economic Research, 2019"
"Capital markets in China and Britain, 18th and 19th century: Evidence from grain prices","Kellerer, Wolfgang",2015,"National Bureau of Economic Research, 2015"
International joint ventures and internal versus external technology transfer: Evidence from China,"Kellerer, Wolfgang",2018,"CEPR Discussion Paper No. DP12809, 2018"
The link between fundamentals and proximate factors in development,"Kellerer, Wolfgang",2013,"National Bureau of Economic Research, 2013"
Transfer of technology,"Kellerer, Wolfgang",2007,"forthcoming in The New Palgrave, 2007"
Technology transfer through imports,"Kellerer, Wolfgang",2007,"National Bureau of Economic Research, 2007"
Capital markets and grain prices: assessing the storage cost approach,"Kellerer, Wolfgang",2020,"Cliometrica 14, 367-396, 2020"
Capital Markets and Colonial Institutions in China,"Kellerer, Wolfgang",2020,"presentation at NBER Summer Institute, 2020"
From socialist showcase to mezzogiorno?,"Kellerer, Wolfgang",1997,"National Bureau of Economic Research, 1997"
The economic consequences of the opium war,"Kellerer, Wolfgang",2021,"National Bureau of Economic Research, 2021"
Estimating the productivity selection and spillover effects of imports,"Kellerer, Wolfgang",2008,"NBER working paper 14079, 2008"
Market Integration and Economic Development: A Long-run Comparison,"Kellerer, Wolfgang",2004,"National Bureau of Economic Research, 2004"
"The Evolution of the World's Technology Frontier, 1973-2002","Kellerer, Wolfgang",2007,"Industry Canada, 2007"
The transfer of knowledge across countries,"Kellerer, Wolfgang",2012,"NBER Reporter, 10-12, 2012"
A debt acknowledge. In. T. Todd & EK Morris (Orgs.),"Kellerer, Wolfgang",1994,"Modern perspectives on John B. Watson and classical behaviorism, 121-124, 1994"
Foreigners knocking on the door: Trade in china during the treaty port era,"Kellerer, Wolfgang",2016,"National Bureau of Economic Research, 2016"
Innovation When The Market Is Shrinking: Firm-level Responses To Competition From China,"Kellerer, Wolfgang",2010,"working paper, 2010"
The limits to offshoring,"Kellerer, Wolfgang",2009,"VOX 17, 2007-06, 2009"
Diffusion of technology,"Kellerer, Wolfgang",2008,"The New Palgrave Dictionary of Economics, 2008"
"Comment on"" R&D Exports and Imports: New Data and Methodological Issues""","Kellerer, Wolfgang",2006,"International trade in services and intangibles in the era of globalization …, 2006"
Bilateral Trade Flows: One Prediction of Several Theories Estimated in Nine Thousand and Two Samples,"Kellerer, Wolfgang",1996,"mimeo, University of Wisconsin, 1996"
"Technological change: Identification, theory, and evidence","Kellerer, Wolfgang",1995,"Yale University, 1995"
Foreigners Knocking on the Door: Trade in China During the Treaty Port Era,"Kellerer, Wolfgang",2016,"CEPR Discussion Paper No. DP11040, 2016"
"Openness and industrial responses in a Wal-Mart World: a case study of mexican soaps, detergents and surfactant producers","Kellerer, Wolfgang",2006,"NBER, 2006"
On Theories Explaining the Success of the Gravity Equation,"Kellerer, Wolfgang",1998,"National Bureau of Economic Research, 1998"
Marriage Matching over Five Centuries in China,"Kellerer, Wolfgang",2022,"National Bureau of Economic Research, 2022"
Globalisation and polarisation in the wake of Brexit,"Kellerer, Wolfgang",2016,"VOX CEPR's policy portal, 2016"
The Trade Impact of the Zollverein,"Kellerer, Wolfgang",2013,"CEPR Discussion Paper No. DP9387, 2013"
Shanghai and China’s integration into the world economy,"Kellerer, Wolfgang",2011,
The two faces of Wal-Mart in Mexico,"Kellerer, Wolfgang",2011,"VoxEU. org 20, 2011"
"China’s soaring foreign trade: Made in Britain, c. 1840?","Kellerer, Wolfgang",2010,"VoxEU. org 19, 2010"
Import Competition and Domestic Response: New Evidence from Mexico,"Kellerer, Wolfgang",2010,"Working Paper, 2010"
International business travel and innovation: Face-to-face is crucial,"Kellerer, Wolfgang",2010,"Internet: http://www. voxeu. org/index. php, 2010"
Openness and industrial response in a Wal-Mart world,"Kellerer, Wolfgang",2006,"World bank, Development research group, Trade team a. Latin America a …, 2006"
Human Capital Strategies for Big Shocks: The Case of the Fall of the Ming,"Kellerer, Wolfgang",2023,"Unpublished working paper, 2023"
Modernization and China’s ‘Century of Humiliation’,"Kellerer, Wolfgang",2021,
Capital markets and grain prices: assessing the storage approach,"Kellerer, Wolfgang",2018,"National Bureau of Economic Research, 2018"
The Export-Innovation Nexus under Uncertainty,"Kellerer, Wolfgang",2016,"Techn. Ber, 2016"
Pollution Abatement Costs and Foreign Direct Investment to US States,"Kellerer, Wolfgang",2001,"Review of Economics and Statistics, 2001"
No. 2706 GEOGRAPHIC LOCALIZATION OF INTERNATIONAL TECHNOLOGY DIFFUSION,"Kellerer, Wolfgang",2001,"DISCUSSION PAPER SERIES-CENTRE FOR ECONOMIC POLICY RESEARCH LONDON, 2001"
"Trade Patterns, Technology Flows, and Productivity Growth: Any Relationship?","Kellerer, Wolfgang",1996,"University of Wisconsin-Madison Working papers, 1996"
"Method of growing rod-shaped dislocation-free monocrystals, particularly of silicon, by crucible-free floating zone melting","Kellerer, Wolfgang",1972,"US Patent 3,655,345, 1972"
Intergenerational Mobility of Daughters and Marital Sorting: New Evidence from Imperial China,"Kellerer, Wolfgang",2023,"National Bureau of Economic Research, 2023"
International Transactions: Real Trade and Factor Flows between 1700 and 1870,"Kellerer, Wolfgang",2020,"National Bureau of Economic Research, 2020"
"Comments on Mandelman and Waddle's “Intellectual property, tariffs, and international trade dynamics”","Kellerer, Wolfgang",2020,"Journal of Monetary Economics 109 (C), 104-106, 2020"
"Globalization, Gender and the Family","Kellerer, Wolfgang",2018,
6701 2017 Globalization and Executive Compensation,"Kellerer, Wolfgang",2017,"CESifo Network, 2017"
INCOMPLETE AND PRELIMINARY,"Kellerer, Wolfgang",2012,
Import Competition and Heterogeneous Innovation Response: Firm-Level Evidence from Mexico,"Kellerer, Wolfgang",2010,
Supplier Responses to 89C!. 9IKps Invasion of Mexico1,"Kellerer, Wolfgang",2009,
"Appendix for VInstitutions, Technology, and TradeV","Kellerer, Wolfgang",2008,
The Evolution of the World’s Technology Frontier,"Kellerer, Wolfgang",2006,
Technology Diffusion and the World Distribution of Income1,"Kellerer, Wolfgang",2002,
"The Geography and Channels of Diffusion at the World's Technology Frontier: Part of the HWWA's Programme"" International Trade and Competition Regimes""","Kellerer, Wolfgang",2001,"HWWA, Öffentlichkeitsarbeit, 2001"
Affect Productivity Growth generate new technology is,"Kellerer, Wolfgang",1997,"Development Research, 1997"
Bilateral Trade Flows: One Prediction of Several Theories Estimated in Nine Thousand and Two Samples,"Kellerer, Wolfgang",1997,"Available at SSRN 1686, 1997"
Absorptive Capacity in Economic Development: Essays on Human Capital Accumulation and Technological Change,"Kellerer, Wolfgang",1994,"Universidad Carlos III de Madrid, 1994"
Inside this section,"Kellerer, Wolfgang",N/A,
WxT Search form,"Kellerer, Wolfgang",N/A,
In this section,"Kellerer, Wolfgang",N/A,
In this section,"Kellerer, Wolfgang",N/A,
In this section,"Kellerer, Wolfgang",N/A,
In this section,"Kellerer, Wolfgang",N/A,
Language subsidies to improve knowledge transfers from multinational companies,"Kellerer, Wolfgang",N/A,
Future Technology Hubs or Backwater? Lessons on Structural Change from Germany’s Coal Regions,"Kellerer, Wolfgang",N/A,
"CHINA'S FOREIGN TRADE AND INVESTMENT, 1800","Kellerer, Wolfgang",N/A,
Foreign Direct Investment and the Diffusion of Knowledge,"Kellerer, Wolfgang",N/A,
Ownership structure and productivity of multinationals,"Kellerer, Wolfgang",N/A,
Data superpowers in the age of AI: A research agenda,"Kellerer, Wolfgang",N/A,
Trade effects when formation of trade agreements is endogenous,"Kellerer, Wolfgang",N/A,
Associate Editors: Joshu Aizenman JR Markusen George Alessandria David H. Papell Bruce Blonigen Fabrizio Perri,"Kellerer, Wolfgang",N/A,
THE EFFECTS OF INTERNATIONAL TRADE ON NATIONAL SOVEREIGNTY: THE CASE OF THE CENTRAL AMERICAN COMMON MARKET,"Kellerer, Wolfgang",N/A,
"Innovation and International Competition: Evidence from Mexico PRELIMINARY AND INCOMPLETE, PLEASE DO NOT CITE WITHOUT PERMISSION","Kellerer, Wolfgang",N/A,
Do the New Global Information and Trade Links of the 1990s lead to Convergence or Divergence?,"Kellerer, Wolfgang",N/A,
An open torque-controlled modular robot architecture for legged locomotion research,"Khadiv, Majid",2020,"IEEE Robotics and Automation Letters 5 (2), 3650-3657, 2020"
Learning variable impedance control for contact sensitive tasks,"Khadiv, Majid",2020,"IEEE Robotics and Automation Letters 5 (4), 6129-6136, 2020"
Step timing adjustment: A step toward generating robust gaits,"Khadiv, Majid",2016,"2016 IEEE-RAS 16th International Conference on Humanoid Robots (Humanoids …, 2016"
Walking Control Based on Step Timing Adaptation,"Khadiv, Majid",2020,"IEEE Transactions on Robotics 36 (3), 629-643, 2020"
Trifinger: An open-source robot for learning dexterity,"Khadiv, Majid",2020,"Conference on Robot Learning (CoRL), 2020"
Efficient multicontact pattern generation with sequential convex approximations of the centroidal dynamics,"Khadiv, Majid",2021,"IEEE Transactions on Robotics 37 (5), 1661-1679, 2021"
Optimal gait planning for humanoids with 3D structure walking on slippery surfaces,"Khadiv, Majid",2017,"Robotica 35 (3), 569-587, 2017"
Push recovery of a humanoid robot based on model predictive control and capture point,"Khadiv, Majid",2016,"2016 4th International Conference on Robotics and Mechatronics (ICROM), 433-438, 2016"
Biconmp: A nonlinear model predictive control framework for whole body motion planning,"Khadiv, Majid",2023,"IEEE Transactions on Robotics 39 (2), 905-922, 2023"
Dynamics modeling of fully-actuated humanoids with general robot-environment interaction,"Khadiv, Majid",2014,"2014 Second RSI/ISM International Conference on Robotics and Mechatronics …, 2014"
Variable horizon mpc with swing foot dynamics for bipedal walking control,"Khadiv, Majid",2021,"IEEE Robotics and Automation Letters 6 (2), 2349-2356, 2021"
Model-free reinforcement learning for robust locomotion using demonstrations from trajectory optimization,"Khadiv, Majid",2022,"Frontiers in Robotics and AI 9, 2022"
Impedance optimization for uncertain contact interactions through risk sensitive optimal control,"Khadiv, Majid",2021,"IEEE Robotics and Automation Letters 6 (3), 4766-4773, 2021"
Robot learning with crash constraints,"Khadiv, Majid",2021,"IEEE Robotics and Automation Letters 6 (2), 1439-1446, 2021"
Stepping stabilization using a combination of dcm tracking and step adjustment,"Khadiv, Majid",2016,"Robotics and Mechatronics (ICROM), 2016 4th International Conference on, 2016"
Stochastic and robust mpc for bipedal locomotion: A comparative study on robustness and performance,"Khadiv, Majid",2021,"IEEE-RAS 20th International Conference on Humanoid Robots (Humanoids), 2021"
"Offline path planning, dynamic modeling and gait optimization of a 2D humanoid robot","Khadiv, Majid",2014,"2014 Second RSI/ISM International Conference on Robotics and Mechatronics …, 2014"
Robust walking based on mpc with viability guarantees,"Khadiv, Majid",2021,"IEEE Transactions on Robotics, 2021"
Robust Humanoid Locomotion Using Trajectory Optimization and Sample-Efficient Learning*,"Khadiv, Majid",2019,"2019 IEEE-RAS 19th International Conference on Humanoid Robots (Humanoids …, 2019"
Dynamics modeling of a biped robot with active toe joints,"Khadiv, Majid",2014,"2014 Second RSI/ISM International Conference on Robotics and Mechatronics …, 2014"
Optimal Gait Planning for a Biped Robot by employing Active Toe Joints and Heels,"Khadiv, Majid",2015,"Modares Mechanical Engineering Journal 15 (6), 69-80, 2015"
A low friction demanding approach in gait planning for humanoid robots during 3D manoeuvres,"Khadiv, Majid",2014,"Journal of Computational Applied Mechanics 45 (1), 47-60, 2014"
A whole-body model predictive control scheme including external contact forces and com height variations,"Khadiv, Majid",2018,"2018 IEEE-RAS 18th International Conference on Humanoid Robots (Humanoids), 1-6, 2018"
Adding low-cost passive toe joints to the feet structure of SURENA III humanoid robot,"Khadiv, Majid",2017,"Robotica 35 (11), 2099-2121, 2017"
Rapid Convex Optimization of Centroidal Dynamics using Block Coordinate Descent,"Khadiv, Majid",2021,"2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS), 2021"
Online adaptation for humanoids walking on uncertain surfaces,"Khadiv, Majid",2017,"Proceedings of the Institution of Mechanical Engineers, Part I: Journal of …, 2017"
Heel-strike and toe-off motions optimization for humanoid robots equipped with active toe joints,"Khadiv, Majid",2018,"Robotica 36 (6), 925-944, 2018"
Balance recovery of a humanoid robot using hip and ankle joints on small contact surfaces,"Khadiv, Majid",2017,"Modares Mechanical Engineering 17 (1), 413-422, 2017"
Optimal stair climbing pattern generation for humanoids using virtual slope and distributed mass model,"Khadiv, Majid",2019,"Journal of Intelligent & Robotic Systems 94, 43-59, 2019"
Rigid vs compliant contact: An experimental study on biped walking,"Khadiv, Majid",2019,"Multibody System Dynamics 45 (4), 379-401, 2019"
A reactive and efficient walking pattern generator for robust bipedal locomotion,"Khadiv, Majid",2017,"2017 5th RSI International Conference on Robotics and Mechatronics (ICRoM …, 2017"
Pattern generation for walking on slippery terrains,"Khadiv, Majid",2017,"2017 5th RSI International Conference on Robotics and Mechatronics (ICRoM …, 2017"
A unified framework for walking and running of bipedal robots,"Khadiv, Majid",2021,"2021 20th International Conference on Advanced Robotics (ICAR), 396-403, 2021"
DeepQ Stepper: A framework for reactive dynamic walking on uneven terrain,"Khadiv, Majid",2021,"IEEE International Conference on Robotics and Automation (ICRA), 2021"
Investigation on Dynamic Modeling of SURENA III Humanoid Robot with Heel-Off and Heel-Strike Motions,"Khadiv, Majid",2016,"Iranian Journal of Science and Technology, Transactions of Mechanical …, 2016"
Effects of toe-off and heel-off motions on gait performance of biped robots,"Khadiv, Majid",2015,"2015 3rd RSI international conference on robotics and mechatronics (ICROM …, 2015"
A novel three-mass inverted pendulum model for real-time trajectory generation of biped robots,"Khadiv, Majid",2016,"2016 4th International Conference on Robotics and Mechatronics (ICROM), 404-409, 2016"
Reactive balance control for legged robots under visco-elastic contacts,"Khadiv, Majid",2020,"Applied Sciences 11 (1), 353, 2020"
A Novel Model Based on the Three-Mass Inverted Pendulum for Real-Time Walking Pattern Generation of Biped Robots,"Khadiv, Majid",2016,"Modares Mechanical Engineering 16 (8), 326-334, 2016"
An Investigation on the Usefulness of Employing a Two-Segment Foot for Traversing Stairs,"Khadiv, Majid",2017,"International Journal of Humanoid Robotics 14 (04), 1750027, 2017"
A Computationally Efficient Inverse Dynamics Solution Based on Virtual Work Principle for Biped Robots,"Khadiv, Majid",2017,"Iranian Journal of Science and Technology, Transactions of Mechanical …, 2017"
A new approach in gait planning for humanoid robots,"Khadiv, Majid",2013,"2013 First RSI/ISM International Conference on Robotics and Mechatronics …, 2013"
Visual-inertial and leg odometry fusion for dynamic locomotion,"Khadiv, Majid",2023,"2023 IEEE International Conference on Robotics and Automation (ICRA), 9966-9972, 2023"
Sample-efficient policy adaptation for exoskeletons under variations in the users and the environment,"Khadiv, Majid",2022,"IEEE Robotics and Automation Letters 7 (4), 9020-9027, 2022"
Nonlinear Stochastic Trajectory Optimization for Centroidal Momentum Motion Generation of Legged Robots,"Khadiv, Majid",2022,"The International Symposium of Robotics Research, 420-435, 2022"
Optimal Trajectory Generation for Energy Consumption Minimization and Moving Obstacle Avoidance of SURENA III Robot’s Arm,"Khadiv, Majid",2015,"International Journal of Robotics, Theory and Applications 4 (3), 1-9, 2015"
Multi-contact Stochastic Predictive Control for Legged Robots with Contact Locations Uncertainty,"Khadiv, Majid",2023,"arXiv preprint arXiv:2309.04469, 2023"
Learning Locomotion Skills from MPC in Sensor Space,"Khadiv, Majid",2023,"Learning for Dynamics and Control Conference, 1218-1230, 2023"
On the Use of Torque Measurement in Centroidal State Estimation,"Khadiv, Majid",2023,"2023 IEEE International Conference on Robotics and Automation (ICRA), 9931-9937, 2023"
A physical approach to color image understanding,"Klinker, Gudrun",1990,"International Journal of Computer Vision 4 (1), 7-38, 1990"
The measurement of highlights in color images,"Klinker, Gudrun",1988,"International Journal of Computer Vision 2 (1), 7-32, 1988"
Design of a component-based augmented reality framework,"Klinker, Gudrun",2001,"Proceedings IEEE and ACM International Symposium on Augmented Reality, 45-54, 2001"
New likelihood test methods for change detection in image sequences,"Klinker, Gudrun",1984,"Computer Vision, Graphics, and Image Processing 26 (1), 73-106, 1984"
Augmented reality for construction tasks: doorlock assembly,"Klinker, Gudrun",1998,"1st International Workshop on Augmented Reality (IWAR 1998), San Francisco, 1998"
Real-time vision-based camera tracking for augmented reality applications,"Klinker, Gudrun",1997,"Proceedings of the ACM symposium on Virtual reality software and technology …, 1997"
Using a color reflection model to separate highlights from object color,"Klinker, Gudrun",1987,"Proc. ICCV 1, 1987"
Augmented maintenance of powerplants: A prototyping case study of a mobile AR system,"Klinker, Gudrun",2001,"Proceedings IEEE and ACM international symposium on augmented reality, 124-133, 2001"
Supporting order picking with augmented reality,"Klinker, Gudrun",2008,"Mixed and Augmented Reality, 2008. ISMAR 2008. 7th IEEE/ACM International …, 2008"
Experimental evaluation of an augmented reality visualization for directing a car driver's attention,"Klinker, Gudrun",2005,"Proceedings of the 4th IEEE/ACM International Symposium on Mixed and …, 2005"
The intelligent welding gun: Augmented reality for experimental vehicle construction,"Klinker, Gudrun",2003,"Virtual and augmented reality applications in manufacturing, 333-360, 2003"
Interaction-free calibration for optical see-through head-mounted displays based on 3d eye localization,"Klinker, Gudrun",2014,"2014 IEEE symposium on 3d user interfaces (3dui), 75-82, 2014"
Editorial: Special Section on Mobile Augmented Reality,"Klinker, Gudrun",2011,"Computers and Graphics 35 (4), vii-viii, 2011"
Visual longitudinal and lateral driving assistance in the head-up display of cars,"Klinker, Gudrun",2007,"2007 6th IEEE and ACM International Symposium on Mixed and Augmented Reality …, 2007"
Connecting artificial brains to robots in a comprehensive simulation framework: the neurorobotics platform,"Klinker, Gudrun",2017,"Frontiers in neurorobotics 11, 2, 2017"
Ubiquitous tracking for augmented reality,"Klinker, Gudrun",2004,"Mixed and Augmented Reality, 2004. ISMAR 2004. Third IEEE and ACM …, 2004"
A survey of challenges related to the design of 3d user interfaces for car drivers,"Klinker, Gudrun",2006,"3D User Interfaces (3DUI'06), 127-134, 2006"
A multitouch software architecture,"Klinker, Gudrun",2008,"Proceedings of the 5th Nordic conference on Human-computer interaction …, 2008"
Pick-by-Vision: A first stress test,"Klinker, Gudrun",2009,"Mixed and Augmented Reality, 2009. ISMAR 2009. 8th IEEE International …, 2009"
Fata morgana-a presentation system for product design,"Klinker, Gudrun",2002,"Proceedings. International symposium on mixed and augmented reality, 76-85, 2002"
Image segmentation and reflection analysis through color,"Klinker, Gudrun",1988,"Int. J. Computer Vision 2 (1), 7-32, 1988"
Pick-by-vision: there is something to pick at the end of the augmented tunnel,"Klinker, Gudrun",2011,"Virtual Reality, 1-11, 2011"
Effective control of a car driver's attention for visual and acoustic guidance towards the direction of imminent dangers,"Klinker, Gudrun",2006,"2006 IEEE/ACM International Symposium on Mixed and Augmented Reality, 13-22, 2006"
Augmented reality for exterior construction applications,"Klinker, Gudrun",2001,"Fundamentals of wearable computers and augmented reality, 379, 2001"
Corneal-imaging calibration for optical see-through head-mounted displays,"Klinker, Gudrun",2015,"IEEE transactions on visualization and computer graphics 21 (4), 481-490, 2015"
Shadow tracking on multi-touch tables,"Klinker, Gudrun",2008,"Proceedings of the working conference on Advanced visual interfaces, 388-391, 2008"
Confluence of computer vision and interactive graphies for augmented reality,"Klinker, Gudrun",1997,"Presence: Teleoperators & Virtual Environments 6 (4), 433-451, 1997"
Herding sheep: live system for distributed augmented reality,"Klinker, Gudrun",2003,"The Second IEEE and ACM International Symposium on Mixed and Augmented …, 2003"
PAARTI: Development of an Intelligent Welding Gun for BMW,"Klinker, Gudrun",2003,"Pia, 2003"
Augmented Reality for teaching spatial relations,"Klinker, Gudrun",2009,"Conference of the International Journal of Arts & Sciences, 2009"
